game_id,official_id,full_name,jersey_num
20700496,1161,Joe Forte,45
20700498,2716,Olandis Poole,50
20700498,1153,Joe Crawford,17
20700498,1165,Luis Grillo,8
20700499,1154,Bob Delaney,26
20700499,2534,Zach Zarba,58
20700499,1148,James Capers,19
20700506,1830,Marc Davis,34
20700506,1174,Ken Mauer,41
20700506,1363,Bennie Adams,47
20700502,2715,Eric Lewis,42
20700502,1155,JB DeRosa,14
20700502,2004,Courtney Kirkland,61
20700501,1162,Scott Foster,48
20700501,101283,Brian Forte,62
20700501,2003,Pat Fraher,52
20700500,1194,Bill Spooner,22
20700500,1664,Gary Zielinski,59
20700500,1198,Scott Wall,31
20700503,2001,Jason Phillips,23
20700503,1192,Bennett Salvatore,15
20700503,1188,Leroy Richardson,51
20700507,1204,Derek Richardson,63
20700507,2530,Ed Malloy,73
20700507,1190,Eddie Rush,32
20700504,1142,Dick Bavetta,27
20700504,1201,Leon Wood,40
20700504,2148,Mark Ayotte,56
20700505,2005,Matt Boland,46
20700505,1179,Rodney Mott,71
20700505,1152,Dan Crawford,43
20700508,101284,John Goble,67
20700508,1148,James Capers,19
20700508,1150,Jimmy Clark,6
20700519,2882,Sean Wright,65
20700519,1161,Joe Forte,45
20700519,1165,Luis Grillo,8
20700514,1201,Leon Wood,40
20700514,2148,Mark Ayotte,56
20700514,1142,Dick Bavetta,27
20700511,1184,Ron Olesiak,44
20700511,1174,Ken Mauer,41
20700511,1193,Michael Smith,38
20700518,1153,Joe Crawford,17
20700518,2716,Olandis Poole,50
20700518,1195,Derrick Stafford,9
20700513,2715,Eric Lewis,42
20700513,1152,Dan Crawford,43
20700513,2001,Jason Phillips,23
20700509,2002,Derrick Collins,54
20700509,1164,Ron Garretson,10
20700509,200834,Mark Lindsay,53
20700510,1179,Rodney Mott,71
20700510,1162,Scott Foster,48
20700510,2878,Tommy Nunez Jr.,28
20700516,2529,Tony Brown,30
20700516,1167,Steve Javie,29
20700516,1662,Bill Kennedy,55
20700512,1830,Marc Davis,34
20700512,2003,Pat Fraher,52
20700512,1200,Greg Willard,57
20700517,1189,Phil Robinson,11
20700517,1154,Bob Delaney,26
20700517,2534,Zach Zarba,58
20700520,1159,Kevin Fehr,39
20700520,1146,Tony Brothers,25
20700520,1147,Mike Callahan,24
20700521,1204,Derek Richardson,63
20700521,1190,Eddie Rush,32
20700521,2530,Ed Malloy,73
20700522,1151,Sean Corbin,33
20700522,1199,Tom Washington,49
20700522,1188,Leroy Richardson,51
20700528,1147,Mike Callahan,24
20700528,2529,Tony Brown,30
20700528,1662,Bill Kennedy,55
20700527,2002,Derrick Collins,54
20700527,1164,Ron Garretson,10
20700527,200834,Mark Lindsay,53
20700533,2882,Sean Wright,65
20700533,1161,Joe Forte,45
20700533,1195,Derrick Stafford,9
20700530,1151,Sean Corbin,33
20700530,1199,Tom Washington,49
20700530,1188,Leroy Richardson,51
20700531,1189,Phil Robinson,11
20700531,1154,Bob Delaney,26
20700531,2534,Zach Zarba,58
20700529,1146,Tony Brothers,25
20700529,1167,Steve Javie,29
20700529,1159,Kevin Fehr,39
20700525,1192,Bennett Salvatore,15
20700525,1201,Leon Wood,40
20700525,2714,David Guthrie,60
20700524,1162,Scott Foster,48
20700524,1148,James Capers,19
20700524,2878,Tommy Nunez Jr.,28
20700523,2715,Eric Lewis,42
20700523,1179,Rodney Mott,71
20700523,1155,JB DeRosa,14
20700532,1180,Jack Nies,35
20700532,1363,Bennie Adams,47
20700532,101284,John Goble,67
20700540,1194,Bill Spooner,22
20700540,2532,Eli Roe,64
20700540,1150,Jimmy Clark,6
20700538,1190,Eddie Rush,32
20700538,2530,Ed Malloy,73
20700538,1180,Jack Nies,35
20700539,2716,Olandis Poole,50
20700539,1153,Joe Crawford,17
20700539,1165,Luis Grillo,8
20700537,1363,Bennie Adams,47
20700537,1152,Dan Crawford,43
20700537,2005,Matt Boland,46
20700536,1142,Dick Bavetta,27
20700536,1185,Violet Palmer,12
20700536,1664,Gary Zielinski,59
20700535,1200,Greg Willard,57
20700535,1830,Marc Davis,34
20700535,101283,Brian Forte,62
20700534,2002,Derrick Collins,54
20700534,2001,Jason Phillips,23
20700534,1164,Ron Garretson,10
20700542,1159,Kevin Fehr,39
20700542,1147,Mike Callahan,24
20700542,2003,Pat Fraher,52
20700541,1162,Scott Foster,48
20700541,1148,James Capers,19
20700541,2878,Tommy Nunez Jr.,28
20700545,1179,Rodney Mott,71
20700545,2532,Eli Roe,64
20700545,1199,Tom Washington,49
20700551,2882,Sean Wright,65
20700551,1161,Joe Forte,45
20700551,1165,Luis Grillo,8
20700547,2714,David Guthrie,60
20700547,1192,Bennett Salvatore,15
20700547,1185,Violet Palmer,12
20700553,1199,Tom Washington,49
20700553,1188,Leroy Richardson,51
20700553,1151,Sean Corbin,33
20700552,2005,Matt Boland,46
20700552,1152,Dan Crawford,43
20700552,1363,Bennie Adams,47
20700559,1148,James Capers,19
20700559,2878,Tommy Nunez Jr.,28
20700559,1162,Scott Foster,48
20700558,2004,Courtney Kirkland,61
20700558,101283,Brian Forte,62
20700558,1155,JB DeRosa,14
20700557,2002,Derrick Collins,54
20700557,1142,Dick Bavetta,27
20700557,1664,Gary Zielinski,59
20700560,2529,Tony Brown,30
20700560,1190,Eddie Rush,32
20700560,1198,Scott Wall,31
20700556,1147,Mike Callahan,24
20700556,2003,Pat Fraher,52
20700556,2148,Mark Ayotte,56
20700555,1164,Ron Garretson,10
20700555,1201,Leon Wood,40
20700555,200834,Mark Lindsay,53
20700561,1153,Joe Crawford,17
20700561,1195,Derrick Stafford,9
20700561,2716,Olandis Poole,50
20700554,101284,John Goble,67
20700554,1150,Jimmy Clark,6
20700554,1830,Marc Davis,34
20700568,1188,Leroy Richardson,51
20700568,1185,Violet Palmer,12
20700568,1192,Bennett Salvatore,15
20700567,101284,John Goble,67
20700567,1150,Jimmy Clark,6
20700567,1168,David Jones,36
20700566,1154,Bob Delaney,26
20700566,2534,Zach Zarba,58
20700566,1189,Phil Robinson,11
20700563,1664,Gary Zielinski,59
20700563,1194,Bill Spooner,22
20700563,2001,Jason Phillips,23
20700569,1201,Leon Wood,40
20700569,1164,Ron Garretson,10
20700569,2714,David Guthrie,60
20700564,1174,Ken Mauer,41
20700564,1193,Michael Smith,38
20700564,1184,Ron Olesiak,44
20700565,2003,Pat Fraher,52
20700565,1146,Tony Brothers,25
20700565,1147,Mike Callahan,24
20700572,1152,Dan Crawford,43
20700572,1179,Rodney Mott,71
20700572,2005,Matt Boland,46
20700571,1195,Derrick Stafford,9
20700571,2716,Olandis Poole,50
20700571,1153,Joe Crawford,17
20700570,1830,Marc Davis,34
20700570,2530,Ed Malloy,73
20700570,1203,Mark Wunderlich,18
20700578,1162,Scott Foster,48
20700578,1168,David Jones,36
20700578,2532,Eli Roe,64
20700576,2004,Courtney Kirkland,61
20700576,1150,Jimmy Clark,6
20700576,101284,John Goble,67
20700575,2882,Sean Wright,65
20700575,1198,Scott Wall,31
20700575,1161,Joe Forte,45
20700581,1155,JB DeRosa,14
20700581,1363,Bennie Adams,47
20700581,1201,Leon Wood,40
20700574,1662,Bill Kennedy,55
20700574,1190,Eddie Rush,32
20700574,1159,Kevin Fehr,39
20700580,1664,Gary Zielinski,59
20700580,1142,Dick Bavetta,27
20700580,1185,Violet Palmer,12
20700579,200834,Mark Lindsay,53
20700579,1151,Sean Corbin,33
20700579,1199,Tom Washington,49
20700577,2001,Jason Phillips,23
20700577,1176,Monty McCutchen,13
20700577,1194,Bill Spooner,22
20700573,1189,Phil Robinson,11
20700573,1165,Luis Grillo,8
20700573,1174,Ken Mauer,41
20700582,1167,Steve Javie,29
20700582,101283,Brian Forte,62
20700582,1204,Derek Richardson,63
20700589,1189,Phil Robinson,11
20700589,1174,Ken Mauer,41
20700589,1195,Derrick Stafford,9
20700587,1162,Scott Foster,48
20700587,1148,James Capers,19
20700587,2532,Eli Roe,64
20700583,2882,Sean Wright,65
20700583,1176,Monty McCutchen,13
20700583,1153,Joe Crawford,17
20700591,1193,Michael Smith,38
20700591,1154,Bob Delaney,26
20700591,2534,Zach Zarba,58
20700586,1198,Scott Wall,31
20700586,1188,Leroy Richardson,51
20700586,1161,Joe Forte,45
20700584,1146,Tony Brothers,25
20700584,1203,Mark Wunderlich,18
20700584,2530,Ed Malloy,73
20700585,1159,Kevin Fehr,39
20700585,1662,Bill Kennedy,55
20700585,1147,Mike Callahan,24
20700593,2714,David Guthrie,60
20700593,1192,Bennett Salvatore,15
20700593,1201,Leon Wood,40
20700588,1150,Jimmy Clark,6
20700588,2004,Courtney Kirkland,61
20700588,101284,John Goble,67
20700594,2148,Mark Ayotte,56
20700594,1142,Dick Bavetta,27
20700594,2002,Derrick Collins,54
20700607,1142,Dick Bavetta,27
20700607,1204,Derek Richardson,63
20700607,1194,Bill Spooner,22
20700601,1198,Scott Wall,31
20700601,1154,Bob Delaney,26
20700601,2534,Zach Zarba,58
20700596,200834,Mark Lindsay,53
20700596,1176,Monty McCutchen,13
20700596,1161,Joe Forte,45
20700603,2714,David Guthrie,60
20700603,1192,Bennett Salvatore,15
20700603,1185,Violet Palmer,12
20700597,1147,Mike Callahan,24
20700597,2529,Tony Brown,30
20700597,2003,Pat Fraher,52
20700600,1363,Bennie Adams,47
20700600,2005,Matt Boland,46
20700600,1152,Dan Crawford,43
20700606,1179,Rodney Mott,71
20700606,1662,Bill Kennedy,55
20700606,1190,Eddie Rush,32
20700604,1188,Leroy Richardson,51
20700604,1151,Sean Corbin,33
20700604,1199,Tom Washington,49
20700598,101283,Brian Forte,62
20700598,1167,Steve Javie,29
20700598,1830,Marc Davis,34
20700595,1153,Joe Crawford,17
20700595,2716,Olandis Poole,50
20700595,1193,Michael Smith,38
20700602,1155,JB DeRosa,14
20700602,2878,Tommy Nunez Jr.,28
20700602,1168,David Jones,36
20700609,1664,Gary Zielinski,59
20700609,1185,Violet Palmer,12
20700609,1174,Ken Mauer,41
20700608,101284,John Goble,67
20700608,2004,Courtney Kirkland,61
20700608,1150,Jimmy Clark,6
20700611,1153,Joe Crawford,17
20700611,1189,Phil Robinson,11
20700611,2882,Sean Wright,65
20700613,2532,Eli Roe,64
20700613,1161,Joe Forte,45
20700613,1148,James Capers,19
20700617,1146,Tony Brothers,25
20700617,2529,Tony Brown,30
20700617,1147,Mike Callahan,24
20700614,2005,Matt Boland,46
20700614,1180,Jack Nies,35
20700614,1150,Jimmy Clark,6
20700620,1192,Bennett Salvatore,15
20700620,2714,David Guthrie,60
20700620,2002,Derrick Collins,54
20700618,1363,Bennie Adams,47
20700618,1199,Tom Washington,49
20700618,1176,Monty McCutchen,13
20700610,2716,Olandis Poole,50
20700610,1154,Bob Delaney,26
20700610,1195,Derrick Stafford,9
20700619,1155,JB DeRosa,14
20700619,1168,David Jones,36
20700619,2878,Tommy Nunez Jr.,28
20700616,1164,Ron Garretson,10
20700616,1188,Leroy Richardson,51
20700616,2001,Jason Phillips,23
20700612,1167,Steve Javie,29
20700612,1203,Mark Wunderlich,18
20700612,101283,Brian Forte,62
20700621,1662,Bill Kennedy,55
20700621,1200,Greg Willard,57
20700621,2148,Mark Ayotte,56
20700622,1142,Dick Bavetta,27
20700622,101284,John Goble,67
20700622,2004,Courtney Kirkland,61
20700624,1168,David Jones,36
20700624,1155,JB DeRosa,14
20700624,2878,Tommy Nunez Jr.,28
20700623,1164,Ron Garretson,10
20700623,1151,Sean Corbin,33
20700623,200834,Mark Lindsay,53
20700625,1190,Eddie Rush,32
20700625,2529,Tony Brown,30
20700625,2003,Pat Fraher,52
20700631,1153,Joe Crawford,17
20700631,1189,Phil Robinson,11
20700631,101284,John Goble,67
20700626,2004,Courtney Kirkland,61
20700626,2532,Eli Roe,64
20700626,1162,Scott Foster,48
20700635,2002,Derrick Collins,54
20700635,1194,Bill Spooner,22
20700635,1192,Bennett Salvatore,15
20700627,1193,Michael Smith,38
20700627,1176,Monty McCutchen,13
20700627,2882,Sean Wright,65
20700634,1147,Mike Callahan,24
20700634,2530,Ed Malloy,73
20700634,1146,Tony Brothers,25
20700629,2001,Jason Phillips,23
20700629,1199,Tom Washington,49
20700629,1188,Leroy Richardson,51
20700637,1174,Ken Mauer,41
20700637,2534,Zach Zarba,58
20700637,1198,Scott Wall,31
20700633,1179,Rodney Mott,71
20700633,2715,Eric Lewis,42
20700633,1150,Jimmy Clark,6
20700628,200834,Mark Lindsay,53
20700628,1180,Jack Nies,35
20700628,1363,Bennie Adams,47
20700630,1830,Marc Davis,34
20700630,2714,David Guthrie,60
20700630,1167,Steve Javie,29
20700636,101283,Brian Forte,62
20700636,1204,Derek Richardson,63
20700636,1200,Greg Willard,57
20700640,2716,Olandis Poole,50
20700640,1193,Michael Smith,38
20700640,1176,Monty McCutchen,13
20700641,2148,Mark Ayotte,56
20700641,1201,Leon Wood,40
20700641,1161,Joe Forte,45
20700638,1203,Mark Wunderlich,18
20700638,1185,Violet Palmer,12
20700638,2005,Matt Boland,46
20700639,1363,Bennie Adams,47
20700639,2532,Eli Roe,64
20700639,1162,Scott Foster,48
20700651,1190,Eddie Rush,32
20700651,1830,Marc Davis,34
20700651,101283,Brian Forte,62
20700645,2882,Sean Wright,65
20700645,1204,Derek Richardson,63
20700645,1200,Greg Willard,57
20700644,2003,Pat Fraher,52
20700644,1168,David Jones,36
20700644,1155,JB DeRosa,14
20700643,1146,Tony Brothers,25
20700643,1147,Mike Callahan,24
20700643,2530,Ed Malloy,73
20700649,2148,Mark Ayotte,56
20700649,1201,Leon Wood,40
20700649,1142,Dick Bavetta,27
20700647,1167,Steve Javie,29
20700647,1662,Bill Kennedy,55
20700647,2529,Tony Brown,30
20700642,1180,Jack Nies,35
20700642,2002,Derrick Collins,54
20700642,1152,Dan Crawford,43
20700650,1174,Ken Mauer,41
20700650,1198,Scott Wall,31
20700650,2534,Zach Zarba,58
20700648,1153,Joe Crawford,17
20700648,1195,Derrick Stafford,9
20700648,1189,Phil Robinson,11
20700646,1164,Ron Garretson,10
20700646,1194,Bill Spooner,22
20700646,1664,Gary Zielinski,59
20700654,1150,Jimmy Clark,6
20700654,2878,Tommy Nunez Jr.,28
20700654,1148,James Capers,19
20700652,1185,Violet Palmer,12
20700652,1159,Kevin Fehr,39
20700652,1200,Greg Willard,57
20700655,1198,Scott Wall,31
20700655,1174,Ken Mauer,41
20700655,2534,Zach Zarba,58
20700656,1195,Derrick Stafford,9
20700656,1188,Leroy Richardson,51
20700656,1142,Dick Bavetta,27
20700660,1662,Bill Kennedy,55
20700660,1159,Kevin Fehr,39
20700660,1203,Mark Wunderlich,18
20700661,2715,Eric Lewis,42
20700661,1162,Scott Foster,48
20700661,2004,Courtney Kirkland,61
20700659,1204,Derek Richardson,63
20700659,1189,Phil Robinson,11
20700659,1176,Monty McCutchen,13
20700657,1168,David Jones,36
20700657,2532,Eli Roe,64
20700657,1155,JB DeRosa,14
20700658,1180,Jack Nies,35
20700658,2005,Matt Boland,46
20700658,2002,Derrick Collins,54
20700663,1664,Gary Zielinski,59
20700663,1164,Ron Garretson,10
20700663,1194,Bill Spooner,22
20700662,1151,Sean Corbin,33
20700662,1199,Tom Washington,49
20700662,2001,Jason Phillips,23
20700672,1198,Scott Wall,31
20700672,1174,Ken Mauer,41
20700672,200834,Mark Lindsay,53
20700674,1147,Mike Callahan,24
20700674,1830,Marc Davis,34
20700674,2530,Ed Malloy,73
20700670,1148,James Capers,19
20700670,1150,Jimmy Clark,6
20700670,2532,Eli Roe,64
20700667,2882,Sean Wright,65
20700667,1154,Bob Delaney,26
20700667,1165,Luis Grillo,8
20700671,1146,Tony Brothers,25
20700671,101283,Brian Forte,62
20700671,1167,Steve Javie,29
20700673,2148,Mark Ayotte,56
20700673,1201,Leon Wood,40
20700673,1164,Ron Garretson,10
20700666,1185,Violet Palmer,12
20700666,2714,David Guthrie,60
20700666,1142,Dick Bavetta,27
20700669,1203,Mark Wunderlich,18
20700669,1200,Greg Willard,57
20700669,2529,Tony Brown,30
20700668,2002,Derrick Collins,54
20700668,1152,Dan Crawford,43
20700668,1204,Derek Richardson,63
20700665,101284,John Goble,67
20700665,1161,Joe Forte,45
20700665,1168,David Jones,36
20700678,1662,Bill Kennedy,55
20700678,2003,Pat Fraher,52
20700678,1190,Eddie Rush,32
20700675,1180,Jack Nies,35
20700675,2005,Matt Boland,46
20700675,1152,Dan Crawford,43
20700676,1195,Derrick Stafford,9
20700676,1153,Joe Crawford,17
20700676,2716,Olandis Poole,50
20700680,1162,Scott Foster,48
20700680,1179,Rodney Mott,71
20700680,2878,Tommy Nunez Jr.,28
20700679,1185,Violet Palmer,12
20700679,1155,JB DeRosa,14
20700679,2004,Courtney Kirkland,61
20700681,2529,Tony Brown,30
20700681,1830,Marc Davis,34
20700681,1203,Mark Wunderlich,18
20700685,2530,Ed Malloy,73
20700685,1146,Tony Brothers,25
20700685,1167,Steve Javie,29
20700684,2882,Sean Wright,65
20700684,1154,Bob Delaney,26
20700684,1176,Monty McCutchen,13
20700686,1151,Sean Corbin,33
20700686,1664,Gary Zielinski,59
20700686,1194,Bill Spooner,22
20700682,1148,James Capers,19
20700682,101284,John Goble,67
20700682,1150,Jimmy Clark,6
20700683,2715,Eric Lewis,42
20700683,1363,Bennie Adams,47
20700683,1200,Greg Willard,57
20700687,1159,Kevin Fehr,39
20700687,1147,Mike Callahan,24
20700687,1662,Bill Kennedy,55
20700693,1159,Kevin Fehr,39
20700693,1190,Eddie Rush,32
20700693,2003,Pat Fraher,52
20700690,1155,JB DeRosa,14
20700690,2005,Matt Boland,46
20700690,1168,David Jones,36
20700691,2148,Mark Ayotte,56
20700691,1164,Ron Garretson,10
20700691,1201,Leon Wood,40
20700695,1189,Phil Robinson,11
20700695,1161,Joe Forte,45
20700695,1165,Luis Grillo,8
20700694,200834,Mark Lindsay,53
20700694,1198,Scott Wall,31
20700694,1199,Tom Washington,49
20700696,2878,Tommy Nunez Jr.,28
20700696,1174,Ken Mauer,41
20700696,1148,James Capers,19
20700697,1188,Leroy Richardson,51
20700697,1194,Bill Spooner,22
20700697,1142,Dick Bavetta,27
20700698,1176,Monty McCutchen,13
20700698,2534,Zach Zarba,58
20700698,1153,Joe Crawford,17
20700703,1159,Kevin Fehr,39
20700703,1190,Eddie Rush,32
20700703,2003,Pat Fraher,52
20700700,2878,Tommy Nunez Jr.,28
20700700,1152,Dan Crawford,43
20700700,1179,Rodney Mott,71
20700704,1189,Phil Robinson,11
